id,date_published,caption,media_type,permalink,media_url,thumbnail_url,like_count,comment_count,impressions,reach,saved,video_views
17992280430040842,2026-09-24T12:00:02+0000,"Buying property in Barbados that looks beautiful at a viewing and works well when you actually live in it are not always the same thing.

The floor plan tells you the rooms. It does not tell you whether the kitchen connects naturally to the terrace, where guests comfortably stay, or where you will spend most of your time on an ordinary afternoon. Those things only become clear when you move through a property as though you live there — not as though you are evaluating it.

Overseas buyers often make this distinction too late. We look at how a home actually functions for the life someone intends to live in it, not just how it presents on a viewing day.

A property needs to work when you are in it. That is the standard we apply.

Link in bio.
 

#BarbadosRealEstate #BuyingPropertyInBarbados #BuyerRepresentation #BarbadosHomes #CadreanBarbados",CAROUSEL_ALBUM,https://www.instagram.com/p/DdrtzhhlL07/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/804305485_18111321341120341_137262232498710537_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=DfUMsKWURIQQ7kNvwGmyS5r&_nc_oc=AdoA7Z3PlanfYirrxFgBUPUGucGf2p-L0tggm9QTVFMcjv_jeUU2Do4rLGrJ3dy-Wyk&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=OJLmjnAFC8xOA_mkMmlhUQ&_nc_tpa=Q5bMBQLLaGVwBdMT36Il2VngTAG5zi_aPL7peTESw5GK0o1whq9nPHFZAVsCL-uEcYBYJoLBrQK0rqQCIQ&oh=00_AQLO1GPpDNdOSlgZVAkAvDmAvf8WC0wrut-FUCA23ktUlA&oe=6ABB0574,,1,0,,,,
18243352084311480,2026-09-22T22:08:01+0000,"A great view is one of the strongest selling points in Barbados real estate. It is also one of the things I look at most carefully on behalf of a buyer.

The view you see at a viewing is not automatically the view you will have in five years. For overseas buyers buying property in Barbados, understanding what protects a view matters as much as enjoying it. The land in front, what can be built nearby, how the surrounding area is developing — these are questions with answers, but only if you ask them before you buy.

We look at the view and the context around it. Both are part of what you are purchasing.

If you want that assessment before you commit, the link is in bio.

#BarbadosRealEstate #BuyingPropertyInBarbados #BuyerRepresentation #WestCoastBarbados #CadreanBarbados",CAROUSEL_ALBUM,https://www.instagram.com/p/DdmxbMUFCot/,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/804305479_18111321092120341_1133823571130745653_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=0f1awQr0EmwQ7kNvwGvcG80&_nc_oc=AdqqegIMGADiW2vUhDqeAnjZCF8LwLCCx6yJhOyhwD5j4zFUjlUw-5Wp3dkpmjPKMJg&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=OJLmjnAFC8xOA_mkMmlhUQ&_nc_tpa=Q5bMBQJtkIBh_pKmJxbnaxGDKZzQg5ALCHW_6lMcOgdByD4SxsqVutntjoRBpZi4s70hm3BJNHEtCZER6A&oh=00_AQJXEqD7GXFi1PZ9hCzNWu76VeHztixcZn-468UKfwXTWQ&oe=6ABAFEB3,,3,0,,,,
18094953938114241,2026-09-21T17:12:02+0000,"Good things happen when industry professionals come together with a common goal.

We were delighted to work alongside Zaheera Spooner of NVEST ESTATES in assisting our clients with their property at St Peter's Bay. Collaborations like these allow us to combine expertise, local knowledge, and a shared focus on achieving what’s right for our clients.

Exploring your next property move in Barbados? Let’s start the conversation. Contact us via WhatsApp, DM, or email at mike.ashton@residencebarbados.com.

#StPetersBay
#RealEstate #BarbadosRealEstate #PropertyExperts #ResidenceBarbados",IMAGE,https://www.instagram.com/p/DdjqyCrFIlS/,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/796515331_18112372499120341_3684502028171574862_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=Mt1WxXZmsvsQ7kNvwFtNpkD&_nc_oc=AdpnuZWWzVdN01EiAlqE2KI14IlzDi59eUGDabL5qZv8Zz6ocYhM4l8gHYw_l2rTEoo&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=OJLmjnAFC8xOA_mkMmlhUQ&_nc_tpa=Q5bMBQL38zIuE8dwyi-w6GASKF0fHFUY2yAldKuT9apBQYBB7o9boGCY47M2Bn_q8wQuteHgl6z0PVPAGg&oh=00_AQI8D4UtMtq27OWetgy67gPH81QDDUDATn6NWFl0EqofJA&oe=6ABAFF6B,,19,2,,,,
17916510555451175,2026-09-20T21:03:02+0000,"The first five minutes of a property viewing tell me more than most buyers expect.

When we arrive at a property in Barbados, I am not looking at the house yet. I am looking at the road, the approach, the neighbouring properties and what surrounds the site. Those details shape how a property performs — not just how it feels on the day.

Overseas buyers focused on buying property in Barbados often arrive at a viewing ready to assess rooms, finishes and views. The context around the property tends to come later, if at all. By then, the emotional decision has often already been made.

The property starts before you reach the front door. That is where the assessment starts too.

Link in bio if you want a buyer's perspective on a property you are considering.
 
#BarbadosRealEstate #BuyingPropertyInBarbados #BuyerRepresentation #WestCoastBarbados #CadreanBarbados",CAROUSEL_ALBUM,https://www.instagram.com/p/DdhgcCbFGxH/,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/805899919_18111320567120341_2337872301798641715_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=b7VNAFdp-BgQ7kNvwFln5aG&_nc_oc=AdqIUiR3VrLALB4AROErCHa_A_p_wcJaLMzEsQqTp6mvIIMQkpDflXW_UxxiUBlc2G8&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=OJLmjnAFC8xOA_mkMmlhUQ&_nc_tpa=Q5bMBQJJvZR0Q4X8gnmj9U6UEuT2XKVwbaflofKn2aiCoN5sYxj7w1Y0TJ8BFmX91lhLBjEqqsVM26gkAg&oh=00_AQK2bED6xaGadjrHDtmA_VKkBhz1cWqUap08veN5OjUgKA&oe=6ABB0D25,,6,0,,,,
17909544144497378,2026-09-19T19:50:02+0000,"Barbados property. I work for the buyer.

A buyer's advisor does more than find property. I work across the Barbados market, curate the right opportunities, view remotely when my clients are overseas, and coordinate the search once they arrive.

Different properties. Different agents. Different conversations.

One objective — representing the buyer throughout the acquisition, from search to purchase.

Email me directly on Mike.Ashton@residencebarbados.com

#BarbadosRealEstate #BuyingPropertyInBarbados #BarbadosLuxuryProperty #BuyerRepresentation #ResidenceBarbados",CAROUSEL_ALBUM,https://www.instagram.com/p/DdezUJsFDC3/,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/805027837_18111318743120341_5208042096085847166_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=_SkAq5xGerMQ7kNvwHP4_a1&_nc_oc=AdoKogr_f4Hc7lecEmawhETDi96bA6-8LMbixdjVhaEYoNALoui_DGGYRq7oRBaPBx0&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=OJLmjnAFC8xOA_mkMmlhUQ&_nc_tpa=Q5bMBQI2yi6iy60BYiVSniAb6ZA7qaoc4Dv_F_1blgGe9rpJdKkqO6eWvGarGrVPp02BxRFV8BEubzjx4g&oh=00_AQJpcCK1PHeIpldlETIduFigept4gR-F2DnTWj-1hIm3-A&oe=6ABAFF9A,,5,0,,,,
17949174597267845,2026-09-17T19:42:02+0000,"You don't need five agents to search the Barbados property market. More contacts don't necessarily give a buyer a better view of the market, they usually just mean five different partial pictures, and no one connecting the dots.

As a buyer's advisor, I work across the market. I speak with different agents and developers on a client's behalf and bring the relevant opportunities back into one coordinated search, rather than leaving a buyer to piece it together themselves.

One buyer. One search. One outcome.

Email me directly on Mike.Ashton@residencebarbados.com

#BarbadosRealEstate #BuyingPropertyInBarbados #BarbadosLuxuryProperty #BuyerRepresentation #ResidenceBarbados",VIDEO,https://www.instagram.com/reel/DdZoyqnFEQs/,,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/804725835_18111318035120341_127110067450461588_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=3srUpZky2loQ7kNvwFNqAB0&_nc_oc=AdpulfRbNtuTfwfRK44vGfTBi0GCxVunXLi36XNv8el1X8X9k1bcoZo2tXXLr1R9xDY&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=OJLmjnAFC8xOA_mkMmlhUQ&_nc_tpa=Q5bMBQIusi_4VwWR2HXS8TVgfv6bgVJ734vr0IM1RBvZtakFM5LdysnynpPvJhtzCk-IYCmqlDGAu3fTNw&oh=00_AQLgw3-JrQb01rgkvuz_m2HlHyd3j1LaxLZfEgMKD-mwzw&oe=6ABB0EC6,17,0,,,,
18472911169116475,2026-09-15T19:05:02+0000,"I don't want my clients spending their holiday viewing property. A good Barbados property search should get smaller before you arrive, not bigger.

I view properties remotely, speak directly with the agents, and narrow the options long before a client books a flight. By the time they land, the list isn't a starting point — it's already been filtered down to what genuinely deserves their time.

That means the days they do spend viewing are spent on properties worth seeing in person, not on ruling things out.
Do the work before the flight. Make the time in Barbados count.

Email me directly at Mike.Ashton@residencebarbados.com

#BarbadosRealEstate #BuyingPropertyInBarbados #BarbadosLuxuryProperty #BuyerRepresentation #ResidenceBarbados",VIDEO,https://www.instagram.com/reel/DdUa-TMFnEL/,https://scontent-iad3-2.cdninstagram.com/o1/v/t2/f2/m86/AQOR_STwav2VZhVN80tgU3KoQ1VIPprJ1JYIlC4fy2Y0iXE5nnGrSw6w24ZyfnfsSNlrisUPmFqse4wNVK9Qr2eOi1FGicOkCrxfBH8.mp4?_nc_cat=103&_nc_sid=5e9851&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_ohc=yk3pZshqX0UQ7kNvwHRK9fr&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTA4ODUyNzg2Njg0NDgxNywiYXNzZXRfYWdlX2RheXMiOjE0LCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6NDksInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=2b2bedbefb6d1dfe&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC82ODRFMkMzQUU3ODIwMDUyNkUzNDEwMjhGRjFDNjRBRF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzVFNEU4NTBGQTRDOENDQTg3QzhFQ0RCMTk2RThDMEI5X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACai2qbN1IDvAxUCKAJDMywXQEjEOVgQYk4YEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=OJLmjnAFC8xOA_mkMmlhUQ&edm=ANo9K5cEAAAA&_nc_zt=28&_nc_tpa=Q5bMBQJ3QXAy-G-saERjd9pbqcMYH8wZodGxdoJDbeL5x6ZqbAy7O9DihlCNlZmsyVq11w8g0oL8xD7-pQ&oh=00_AQJJaVHMEHlBdcfyxEGzrP97HuGHnukja3urZeutJq57MQ&oe=6AB72EC0,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/802276289_18111218459120341_5221394758550942644_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=XHCf4Wc4KoYQ7kNvwE3kayw&_nc_oc=AdoEP5I2WcsNevHMFy4pmksl8_y6Nyv2yxX3As2Gn5mQX3PUiBUjaVEUhXHUeESs3ko&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=OJLmjnAFC8xOA_mkMmlhUQ&_nc_tpa=Q5bMBQLYvRK_gQLklQQANAnGlRnGtqlh41QSkcFMWK-ufUU8dl1EoL8AF0yuZnR3PzlM4xfwz2ueMWtopA&oh=00_AQIxb4sC-ZnPWY2rclYSY78SlF_e2hdHQqKNJScxBXbzZQ&oe=6ABB1FF0,11,0,,,,
18094040075277252,2026-09-13T19:18:02+0000,"Being a buyer's advisor in Barbados is much more than finding property for someone. The property is actually only one part of the job.

We represent one side — the buyer. That means helping overseas buyers understand the market, compare the options honestly, and make the right decisions at every stage of the purchase, not just at the point of choosing a home.

Search, negotiation, due diligence, closing — each stage has its own decisions, and each one benefits from someone working solely in the buyer's interest.
My job is to make buying property in Barbados simpler.

Email me directly on Mike.Ashton@residencebarbados.com

#BarbadosRealEstate #BuyingPropertyInBarbados #BarbadosLuxuryProperty #BuyerRepresentation #ResidenceBarbados",VIDEO,https://www.instagram.com/reel/DdPS3HElHso/,https://scontent-iad6-1.cdninstagram.com/o1/v/t2/f2/m86/AQNB0bw7IjEeM-aweO6eim4fq28pxPFKHIHDfI9u3mX3sbteQdLAs71ftf8IvJ4OlePxQF4dki2-s78Bntu3IzMvY_BIknlvV4wyVro.mp4?_nc_cat=100&_nc_sid=5e9851&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_ohc=HrfL_aGMNqYQ7kNvwGUq5NP&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MjE2ODIxNzA2MDM5Njg2OCwiYXNzZXRfYWdlX2RheXMiOjEzLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6NTAsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=378f1fe2a53f4f25&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BNDQ3QUVDMTQxNjM1NzlCMzYzMDI5MjdBQUNDN0Y4N192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzY4NDRFMTdEMzRCOEE2NjczNTQ4RDgxMDQ4RjQ5NjgwX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACaIvfL66_7ZBxUCKAJDMywXQEkAAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=OJLmjnAFC8xOA_mkMmlhUQ&edm=ANo9K5cEAAAA&_nc_zt=28&_nc_tpa=Q5bMBQKF16BhwRHH0PBbupkbGrSnkYhKJA4HbH0HZQD91aABzNQsmcF-S5fp8nyku5QCNgGhJCIYfzFhdg&oh=00_AQI74uukGhDI5KNsZGTPxysQGHkdFYWR6LpBCJLACp6MdQ&oe=6AB7212D,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/805485928_18111309293120341_3091583679286751993_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=YCY_vNK37yIQ7kNvwFe2SvC&_nc_oc=AdpoHehGvqMMPo9Oy8qGjDAK6U65pbEuUGwhGG8KCKpwKfwN6AFaymfKC45GmjZyV4A&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=OJLmjnAFC8xOA_mkMmlhUQ&_nc_tpa=Q5bMBQIf9fFJgXYVCfnNoVbrokbiBXMsLSld7O_sFPFYJhPFxyiHzxlvgOWcq6GBSmVPA0uC62W4yzYOuQ&oh=00_AQLHcKE2jE6moDhoO4pg5PzXEC5XvKPY68lIZgwNHNqxGQ&oe=6ABB264A,5,0,,,,
18103580147614930,2026-09-12T19:12:03+0000,"The Crane is one of Barbados’ most distinctive places to own property.

This week I looked at what makes it different: an iconic resort dating back to 1887, different ways to own, and the advantages that can come with buying pre-construction.

The property matters. So does choosing the type of ownership that works for the way you want to use Barbados.

#TheCrane #Barbados #BarbadosRealEstate #BarbadosProperty #PreConstruction #InvestInBarbados",IMAGE,https://www.instagram.com/p/DdMtawslEIb/,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/803226602_18111308660120341_7986043752816079004_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=hzstuMG5tncQ7kNvwEwgj2c&_nc_oc=AdpV_MaRC767eNR3y33mg6yBGOkoYbKwbUB2aZgXlfEIV5NWQkcbjbByhPtbIAfDdK0&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=OJLmjnAFC8xOA_mkMmlhUQ&_nc_tpa=Q5bMBQKFFtiB6abzroi9RJ9cuxMDCU3U2rcdBf1VNpA10mTDLvvraxPs3xQfJlvu50XPMzRVXuiohddLeQ&oh=00_AQLvV49liUjtJhD3Cjw9wVZSpy_lG7RBjUPQdxNjwZ5qIg&oe=6ABB0B72,,7,0,,,,
18123124001316703,2026-09-10T19:34:02+0000,"Buying property in Barbados before a development completes is a different conversation and offers different benefits from buying a finished residence.

For overseas buyers looking at pre-construction at The Crane, the advantages are specific. More choice of residences before they are allocated. Pricing secured at the pre-sales position rather than completion value. Payments structured across the construction period rather than required at once. And time to plan the transition, arrange financing, and make decisions without the pressure of an imminent completion.

Those advantages close as a development begins to sell. The buyers who move earlier are not taking more risk for the same outcome. They are accessing a different version of the opportunity.

We work with buyers at different stages of The Crane’s development pipeline. If pre-construction is something you want to understand before buying property in Barbados, that conversation is worth having now.

Email me directly on Mike.Ashton@residencebarbados.com

#BarbadosRealEstate #BuyingPropertyInBarbados #BarbadosLuxuryProperty #BuyerRepresentation #ResidenceBarbados",VIDEO,https://www.instagram.com/reel/DdHmVC_ltgk/,,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/801952273_18111215816120341_1519486323514054919_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=nTfZwbA46ecQ7kNvwHMpySL&_nc_oc=AdratpN5K_G9eXboczKjRDVfjqH2Oyus9bGhRpvJ-D9ZUeFbVA7TIqtR4jGXBhmPNWQ&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=OJLmjnAFC8xOA_mkMmlhUQ&_nc_tpa=Q5bMBQKEqIsFPOkjQjlUJlN_QF3vStH8xTBWriEJonEcaaxhmFZQxLLR9Jf2meNcGKZXKgnzkMuWTKY5AQ&oh=00_AQKl-asgd1Z19wv7xeta-vHnqnW8_30XXxvathxpMgm0Og&oe=6ABB1660,11,0,,,,
